58594	0.421131	74.541200	69.220000	74.481700	60.983200	67.429800	17.464600	90.181900	100.000000	94.837500	91.988200	-5.162500	4060.395100	153.926000	3.207000	3.000000	
78125	0.377387	75.668000	70.880700	75.622900	62.028500	68.415000	17.438100	91.312100	100.000000	95.458800	92.926800	-4.541200	4067.611700	153.653000	3.201000	4.000000	
97656	0.345960	76.469600	72.064900	76.433800	62.771700	69.107800	17.417000	92.081000	100.000000	95.877200	93.562800	-4.122800	4069.831400	153.569000	3.199000	5.000000	
117188	0.322859	77.049800	72.974800	77.020700	63.258600	69.588200	17.410400	92.717200	100.000000	96.221000	94.087700	-3.779000	4063.214000	153.819000	3.205000	6.000000	
136719	0.305026	77.507800	73.688000	77.483200	63.653900	69.974900	17.403400	93.206900	100.000000	96.484000	94.490600	-3.516000	4074.821700	153.381000	3.195000	7.000000	
156250	0.291666	77.845000	74.209200	77.823500	63.946500	70.255600	17.397400	93.551900	100.000000	96.668500	94.774100	-3.331500	4064.517700	153.770000	3.204000	8.000000	
175782	0.281281	78.104200	74.615000	78.085200	64.167200	70.468700	17.392100	93.831000	100.000000	96.817300	95.003100	-3.182700	4062.581600	153.843000	3.205000	9.000000	
195313	0.273326	78.297900	74.917500	78.280500	64.331500	70.626600	17.388900	94.029200	100.000000	96.922700	95.165700	-3.077300	4068.528200	153.618000	3.200000	10.000000	
214844	0.267659	78.435800	75.131600	78.419300	64.454900	70.743700	17.385900	94.168100	100.000000	96.996400	95.279400	-3.003600	4066.742500	153.686000	3.202000	11.000000	
234376	0.263337	78.543500	75.301300	78.528100	64.545000	70.831000	17.383900	94.280400	100.000000	97.056000	95.371400	-2.944000	4066.095300	153.710000	3.202000	12.000000	
253907	0.260256	78.621200	75.425400	78.606300	64.601400	70.887400	17.383600	94.367200	100.000000	97.102000	95.442400	-2.898000	4062.510700	153.846000	3.205000	13.000000	
273438	0.258541	78.659400	75.482300	78.644800	64.639600	70.922000	17.382300	94.403500	100.000000	97.121200	95.472100	-2.878800	4064.733300	153.762000	3.203000	14.000000	
292965	0.257923	78.673000	75.505500	78.658600	64.647800	70.931200	17.382300	94.418500	100.000000	97.129100	95.484400	-2.870900	4078.490400	153.243000	3.193000	15.000000	
19531	0.024877	48.575300	39.785600	48.574500	17.438000	33.795400	18.874300	77.264600	100.000000	87.174300	80.945300	-12.825700	10094.341000	61.916000	1.290000	1.000000	
39062	0.024531	48.604800	39.834100	48.604000	17.456400	33.818600	18.874300	77.369600	100.000000	87.241100	81.037400	-12.758900	13254.280300	47.155000	0.982000	2.000000	
58594	0.022186	48.622700	39.856900	48.622100	17.467800	33.833500	18.874500	77.424200	100.000000	87.275800	81.085400	-12.724200	10465.196600	59.722000	1.244000	3.000000	
78125	0.022070	48.627100	39.872600	48.626500	17.472600	33.839000	18.874600	77.451200	100.000000	87.293000	81.109000	-12.707000	9956.898600	62.771000	1.308000	4.000000	
